Category,Headline,Slug,Subject/Question,Description,Linked celebrity,Seed Support,Seed Neutral,Seed Oppose
Sports,Transgender athletes in elite sport,transgender-athletes-in-elite-sport,Do you support Transgender athletes in elite sport?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Transgender athletes in elite sport”, then choose Support, Neutral, or Oppose.",,300,184,180
Sports,World Cup every two years,world-cup-every-two-years,Do you support World Cup every two years?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “World Cup every two years”, then choose Support, Neutral, or Oppose.",,68,141,69
Sports,Olympics hosting rotation system,olympics-hosting-rotation-system,Do you support Olympics hosting rotation system?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Olympics hosting rotation system”, then choose Support, Neutral, or Oppose.",,122,183,82
Sports,Banning performance-enhancing drugs,banning-performance-enhancing-drugs-for-life,Do you support Banning performance-enhancing drugs for life?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Banning performance-enhancing drugs for life”, then choose Support, Neutral, or Oppose.",,162,204,300
Sports,Esports in the Olympics,esports-in-the-olympics,Do you support Esports in the Olympics?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Esports in the Olympics”, then choose Support, Neutral, or Oppose.",,120,162,92
Sports,Athletes skipping national teams,athletes-skipping-national-teams-for-club-money,Do you support Athletes skipping national teams for club money?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Athletes skipping national teams for club money”, then choose Support, Neutral, or Oppose.",,196,300,197
Sports,VAR in every professional league,var-in-every-professional-league,Do you support VAR in every professional league?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “VAR in every professional league”, then choose Support, Neutral, or Oppose.",,202,249,209
Sports,NFL games played permanently,nfl-games-played-permanently-in-europe,Do you support NFL games played permanently in Europe?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “NFL games played permanently in Europe”, then choose Support, Neutral, or Oppose.",,103,81,89
Sports,Salary equality between men’s & wo…,salary-equality-between-mens-and-womens-sports,Do you support Salary equality between men’s and women’s sports?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Salary equality between men’s and women’s sports”, then choose Support, Neutral, or Oppose.",,84,36,60
Sports,Athletes using political celebrati…,athletes-using-political-celebrations,Do you support Athletes using political celebrations?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Athletes using political celebrations”, then choose Support, Neutral, or Oppose.",,48,57,107
Sports,National anthem protests,national-anthem-protests,Do you support National anthem protests?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “National anthem protests”, then choose Support, Neutral, or Oppose.",,152,251,96
Sports,Expansion of major sports leagues,expansion-of-major-sports-leagues,Do you support Expansion of major sports leagues?,"This poll covers a sports topic, team, athlete, or rule-related issue and asks where you stand. Consider the potential benefits, risks, and trade-offs linked to “Expansion of major sports leagues”, then choose Support, Neutral, or Oppose.",,155,170,94
Creator,MrBeast launching a major streamin…,mrbeast-launching-a-major-streaming-platform,Do you support MrBeast launching a major streaming platform?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “MrBeast launching a major streaming platform”, then choose Support, Neutral, or Oppose.",,115,83,86
Creator,Social media influencers replacing…,social-media-influencers-replacing-actors,Do you support Social media influencers replacing actors?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Social media influencers replacing actors”, then choose Support, Neutral, or Oppose.",,129,195,160
Creator,Creators becoming billionaires,creators-becoming-billionaires,Do you support Creators becoming billionaires?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creators becoming billionaires”, then choose Support, Neutral, or Oppose.",,108,90,123
Creator,YouTubers entering professional sp…,youtubers-entering-professional-sports,Do you support YouTubers entering professional sports?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “YouTubers entering professional sports”, then choose Support, Neutral, or Oppose.",,169,178,81
Creator,Kick replacing Twitch as the top p…,kick-replacing-twitch-as-the-top-platform,Do you support Kick replacing Twitch as the top platform?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Kick replacing Twitch as the top platform”, then choose Support, Neutral, or Oppose.",,44,86,141
Creator,Creators launching political movem…,creators-launching-political-movements,Do you support Creators launching political movements?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creators launching political movements”, then choose Support, Neutral, or Oppose.",,98,176,53
Creator,AI-generated creators competing wi…,ai-generated-creators-competing-with-humans,Do you support AI-generated creators competing with humans?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “AI-generated creators competing with humans”, then choose Support, Neutral, or Oppose.",,36,150,52
Creator,Subscription-only creator content,subscription-only-creator-content,Do you support Subscription-only creator content?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Subscription-only creator content”, then choose Support, Neutral, or Oppose.",,34,90,73
Creator,Creator-owned brands replacing big…,creator-owned-brands-replacing-big-brands,Do you support Creator-owned brands replacing big brands?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creator-owned brands replacing big brands”, then choose Support, Neutral, or Oppose.",,20,85,250
Creator,Influencers promoting gambling,influencers-promoting-gambling,Do you support Influencers promoting gambling?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Influencers promoting gambling”, then choose Support, Neutral, or Oppose.",,37,161,38
Creator,Kids becoming full-time creators,kids-becoming-full-time-creators,Do you support Kids becoming full-time creators?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Kids becoming full-time creators”, then choose Support, Neutral, or Oppose.",,66,225,73
Creator,Regulation of influencer advertisi…,regulation-of-influencer-advertising,Do you support Regulation of influencer advertising?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Regulation of influencer advertising”, then choose Support, Neutral, or Oppose.",,105,214,107
Creator,YouTubers running,youtubers-running-for-political-office,Do you support YouTubers running for political office?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “YouTubers running for political office”, then choose Support, Neutral, or Oppose.",,127,289,125
Creator,Creator boxing events,creator-boxing-events,Do you support Creator boxing events?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creator boxing events”, then choose Support, Neutral, or Oppose.",,172,205,90
Creator,Platforms paying creators minimum…,platforms-paying-creators-minimum-salaries,Do you support Platforms paying creators minimum salaries?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Platforms paying creators minimum salaries”, then choose Support, Neutral, or Oppose.",,218,274,102
Creator,AI editing replacing human editors,ai-editing-replacing-human-editors,Do you support AI editing replacing human editors?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “AI editing replacing human editors”, then choose Support, Neutral, or Oppose.",,123,130,300
Creator,Creator unions,creator-unions,Do you support Creator unions?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creator unions”, then choose Support, Neutral, or Oppose.",,85,174,110
Creator,Government taxes,government-taxes-on-influencer-income,Do you support Government taxes on influencer income?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Government taxes on influencer income”, then choose Support, Neutral, or Oppose.",,24,56,101
Creator,TikTok banning political content,tiktok-banning-political-content,Do you support TikTok banning political content?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “TikTok banning political content”, then choose Support, Neutral, or Oppose.",,30,67,190
Creator,Virtual AI influencers replacing r…,virtual-ai-influencers-replacing-real-influencers,Do you support Virtual AI influencers replacing real influencers?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Virtual AI influencers replacing real influencers”, then choose Support, Neutral, or Oppose.",,20,120,254
Creator,Creators running global charities,creators-running-global-charities,Do you support Creators running global charities?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creators running global charities”, then choose Support, Neutral, or Oppose.",,38,112,53
Creator,Streamers promoting crypto projects,streamers-promoting-crypto-projects,Do you support Streamers promoting crypto projects?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Streamers promoting crypto projects”, then choose Support, Neutral, or Oppose.",,77,211,111
Creator,Exclusive streaming contracts,exclusive-streaming-contracts,Do you support Exclusive streaming contracts?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Exclusive streaming contracts”, then choose Support, Neutral, or Oppose.",,95,155,50
Creator,Short-form content replacing long-…,short-form-content-replacing-long-form,Do you support Short-form content replacing long-form?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Short-form content replacing long-form”, then choose Support, Neutral, or Oppose.",,20,81,102
Creator,Algorithm transparency laws,algorithm-transparency-laws,Do you support Algorithm transparency laws?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Algorithm transparency laws”, then choose Support, Neutral, or Oppose.",,31,86,70
Creator,Creator-run news platforms,creator-run-news-platforms,Do you support Creator-run news platforms?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creator-run news platforms”, then choose Support, Neutral, or Oppose.",,157,300,137
Creator,YouTube removing dislike counts,youtube-removing-dislike-counts,Do you support YouTube removing dislike counts?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “YouTube removing dislike counts”, then choose Support, Neutral, or Oppose.",,141,177,111
Creator,Platforms censoring controversial…,platforms-censoring-controversial-creators,Do you support Platforms censoring controversial creators?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Platforms censoring controversial creators”, then choose Support, Neutral, or Oppose.",,105,236,197
Creator,Creator-led product empires,creator-led-product-empires,Do you support Creator-led product empires?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Creator-led product empires”, then choose Support, Neutral, or Oppose.",,171,203,121
Creator,Multi-platform streaming,multi-platform-streaming,Do you support Multi-platform streaming?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “Multi-platform streaming”, then choose Support, Neutral, or Oppose.",,60,122,57
Creator,AI voice clones of creators,ai-voice-clones-of-creators,Do you support AI voice clones of creators?,"This poll focuses on a creator/influencer topic and how audiences may respond over time. Consider the potential benefits, risks, and trade-offs linked to “AI voice clones of creators”, then choose Support, Neutral, or Oppose.",,69,300,288
Business,NVIDIA mfg chips in the USA,nvidia-manufacturing-chips-in-the-usa,Do you support NVIDIA manufacturing chips in the USA?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “NVIDIA manufacturing chips in the USA”, then choose Support, Neutral, or Oppose.",,176,205,277
Business,Apple opening mfg plants in the USA,apple-opening-manufacturing-plants-in-the-usa,Do you support Apple opening manufacturing plants in the USA?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Apple opening manufacturing plants in the USA”, then choose Support, Neutral, or Oppose.",,54,161,79
Business,Airlines adding Starlink internet…,airlines-adding-starlink-internet-to-fleets,Do you support Airlines adding Starlink internet to fleets?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Airlines adding Starlink internet to fleets”, then choose Support, Neutral, or Oppose.",,239,143,37
Business,Four-day workweeks becoming standa…,four-day-workweeks-becoming-standard,Do you support Four-day workweeks becoming standard?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Four-day workweeks becoming standard”, then choose Support, Neutral, or Oppose.",,189,79,62
Business,Remote work replacing offices,remote-work-replacing-offices,Do you support Remote work replacing offices?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Remote work replacing offices”, then choose Support, Neutral, or Oppose.",,20,60,168
Business,Universal basic income funded,universal-basic-income-funded-by-corporations,Do you support Universal basic income funded by corporations?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Universal basic income funded by corporations”, then choose Support, Neutral, or Oppose.",,300,198,87
Business,CEO pay caps,ceo-pay-caps,Do you support CEO pay caps?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “CEO pay caps”, then choose Support, Neutral, or Oppose.",,105,300,122
Business,Corporate DEI programs,corporate-dei-programs,Do you support Corporate DEI programs?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Corporate DEI programs”, then choose Support, Neutral, or Oppose.",,126,195,109
Business,Unionization of tech workers,unionization-of-tech-workers,Do you support Unionization of tech workers?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Unionization of tech workers”, then choose Support, Neutral, or Oppose.",,46,108,68
Business,Government bailouts,government-bailouts-for-large-companies,Do you support Government bailouts for large companies?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Government bailouts for large companies”, then choose Support, Neutral, or Oppose.",,88,142,202
Business,Mandatory ESG reporting,mandatory-esg-reporting,Do you support Mandatory ESG reporting?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Mandatory ESG reporting”, then choose Support, Neutral, or Oppose.",,103,127,300
Business,Minimum wage increases globally,minimum-wage-increases-globally,Do you support Minimum wage increases globally?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Minimum wage increases globally”, then choose Support, Neutral, or Oppose.",,90,248,197
Business,Automation replacing low-skill jobs,automation-replacing-low-skill-jobs,Do you support Automation replacing low-skill jobs?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Automation replacing low-skill jobs”, then choose Support, Neutral, or Oppose.",,93,124,114
Business,Luxury brands raising prices aggre…,luxury-brands-raising-prices-aggressively,Do you support Luxury brands raising prices aggressively?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Luxury brands raising prices aggressively”, then choose Support, Neutral, or Oppose.",,173,163,114
Business,Subscription-based everything,subscription-based-everything,Do you support Subscription-based everything?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Subscription-based everything”, then choose Support, Neutral, or Oppose.",,224,135,101
Business,Cashless retail stores,cashless-retail-stores,Do you support Cashless retail stores?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Cashless retail stores”, then choose Support, Neutral, or Oppose.",,102,156,129
Business,Corporate taxes on AI productivity,corporate-taxes-on-ai-productivity,Do you support Corporate taxes on AI productivity?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Corporate taxes on AI productivity”, then choose Support, Neutral, or Oppose.",,163,158,191
Business,State-owned tech companies,state-owned-tech-companies,Do you support State-owned tech companies?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “State-owned tech companies”, then choose Support, Neutral, or Oppose.",,201,300,190
Business,Shorter workweeks without pay cuts,shorter-workweeks-without-pay-cuts,Do you support Shorter workweeks without pay cuts?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Shorter workweeks without pay cuts”, then choose Support, Neutral, or Oppose.",,213,209,101
Business,Companies monitoring employee prod…,companies-monitoring-employee-productivity,Do you support Companies monitoring employee productivity?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Companies monitoring employee productivity”, then choose Support, Neutral, or Oppose.",,62,87,98
Business,Gig economy worker protections,gig-economy-worker-protections,Do you support Gig economy worker protections?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Gig economy worker protections”, then choose Support, Neutral, or Oppose.",,104,300,112
Business,Big Tech breakups,big-tech-breakups,Do you support Big Tech breakups?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Big Tech breakups”, then choose Support, Neutral, or Oppose.",,161,300,158
Business,Work-from-home tax incentives,work-from-home-tax-incentives,Do you support Work-from-home tax incentives?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Work-from-home tax incentives”, then choose Support, Neutral, or Oppose.",,91,217,257
Business,Mandatory paid parental leave,mandatory-paid-parental-leave,Do you support Mandatory paid parental leave?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Mandatory paid parental leave”, then choose Support, Neutral, or Oppose.",,98,247,132
Business,Companies replacing workers with AI,companies-replacing-workers-with-ai,Do you support Companies replacing workers with AI?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Companies replacing workers with AI”, then choose Support, Neutral, or Oppose.",,155,230,300
Business,Universal healthcare funded,universal-healthcare-funded-by-employers,Do you support Universal healthcare funded by employers?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Universal healthcare funded by employers”, then choose Support, Neutral, or Oppose.",,300,300,117
Business,Green energy mandates,green-energy-mandates-for-corporations,Do you support Green energy mandates for corporations?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Green energy mandates for corporations”, then choose Support, Neutral, or Oppose.",,256,152,289
Business,Government ownership of utilities,government-ownership-of-utilities,Do you support Government ownership of utilities?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Government ownership of utilities”, then choose Support, Neutral, or Oppose.",,75,98,205
Business,Corporate social activism,corporate-social-activism,Do you support Corporate social activism?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Corporate social activism”, then choose Support, Neutral, or Oppose.",,159,258,245
Business,AI replacing customer service jobs,ai-replacing-customer-service-jobs,Do you support AI replacing customer service jobs?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “AI replacing customer service jobs”, then choose Support, Neutral, or Oppose.",,75,87,269
Business,Digital-only banks,digital-only-banks,Do you support Digital-only banks?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Digital-only banks”, then choose Support, Neutral, or Oppose.",,177,187,300
Business,Global minimum wage,global-minimum-wage,Do you support Global minimum wage?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Global minimum wage”, then choose Support, Neutral, or Oppose.",,122,216,69
Business,Pay transparency laws,pay-transparency-laws,Do you support Pay transparency laws?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Pay transparency laws”, then choose Support, Neutral, or Oppose.",,93,237,207
Business,Robots in warehouses,robots-in-warehouses,Do you support Robots in warehouses?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Robots in warehouses”, then choose Support, Neutral, or Oppose.",,172,152,96
Business,Companies offering unlimited vacat…,companies-offering-unlimited-vacation,Do you support Companies offering unlimited vacation?,"This poll focuses on a business or corporate strategy question and its possible economic effects. Consider the potential benefits, risks, and trade-offs linked to “Companies offering unlimited vacation”, then choose Support, Neutral, or Oppose.",,58,89,70
Music,Streaming replacing cinemas entire…,streaming-replacing-cinemas-entirely,Do you support Streaming replacing cinemas entirely?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Streaming replacing cinemas entirely”, then choose Support, Neutral, or Oppose.",,113,217,229
Music,Celebrities using AI versions of t…,celebrities-using-ai-versions-of-themselves,Do you support Celebrities using AI versions of themselves?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Celebrities using AI versions of themselves”, then choose Support, Neutral, or Oppose.",,101,228,113
Music,K-pop becoming the dominant global…,k-pop-becoming-the-dominant-global-music-genre,Do you support K-pop becoming the dominant global music genre?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “K-pop becoming the dominant global music genre”, then choose Support, Neutral, or Oppose.",,50,128,92
Music,Concert ticket price caps,concert-ticket-price-caps,Do you support Concert ticket price caps?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Concert ticket price caps”, then choose Support, Neutral, or Oppose.",,123,298,100
Music,Hologram concerts of deceased arti…,hologram-concerts-of-deceased-artists,Do you support Hologram concerts of deceased artists?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Hologram concerts of deceased artists”, then choose Support, Neutral, or Oppose.",,39,114,43
Music,AI-written hit songs,ai-written-hit-songs,Do you support AI-written hit songs?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “AI-written hit songs”, then choose Support, Neutral, or Oppose.",,87,145,41
Music,Streaming platforms merging,streaming-platforms-merging,Do you support Streaming platforms merging?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Streaming platforms merging”, then choose Support, Neutral, or Oppose.",,75,208,116
Music,Virtual concerts in the metaverse,virtual-concerts-in-the-metaverse,Do you support Virtual concerts in the metaverse?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Virtual concerts in the metaverse”, then choose Support, Neutral, or Oppose.",,76,197,109
Music,Ban on deepfake celebrity content,ban-on-deepfake-celebrity-content,Do you support Ban on deepfake celebrity content?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Ban on deepfake celebrity content”, then choose Support, Neutral, or Oppose.",,94,82,300
Music,Celebrities endorsing political pa…,celebrities-endorsing-political-parties,Do you support Celebrities endorsing political parties?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Celebrities endorsing political parties”, then choose Support, Neutral, or Oppose.",,81,149,118
Music,Global music charts dominated,global-music-charts-dominated-by-non-english-songs,Do you support Global music charts dominated by non-English songs?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Global music charts dominated by non-English songs”, then choose Support, Neutral, or Oppose.",,131,195,152
Music,Fan voting deciding major awards,fan-voting-deciding-major-awards,Do you support Fan voting deciding major awards?,"This poll focuses on a music-related topic, artist, or industry trend and asks for your view. Consider the potential benefits, risks, and trade-offs linked to “Fan voting deciding major awards”, then choose Support, Neutral, or Oppose.",,99,217,56
Custom Topic,AI-generated movies,ai-generated-movies,Do you support AI-generated movies?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “AI-generated movies”, then choose Support, Neutral, or Oppose.",,182,300,171
Custom Topic,Celebrities entering politics,celebrities-entering-politics,Do you support Celebrities entering politics?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Celebrities entering politics”, then choose Support, Neutral, or Oppose.",,138,146,33
Custom Topic,Lab-grown meat replacing real meat,lab-grown-meat-replacing-real-meat,Do you support Lab-grown meat replacing real meat?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Lab-grown meat replacing real meat”, then choose Support, Neutral, or Oppose.",,105,274,300
Custom Topic,Four-day global workweek,four-day-global-workweek,Do you support Four-day global workweek?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Four-day global workweek”, then choose Support, Neutral, or Oppose.",,85,223,175
Custom Topic,Living on the Moon by 2040,living-on-the-moon-by-2040,Do you support Living on the Moon by 2040?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Living on the Moon by 2040”, then choose Support, Neutral, or Oppose.",,101,220,128
Custom Topic,Award shows losing relevance,award-shows-losing-relevance,Do you support Award shows losing relevance?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Award shows losing relevance”, then choose Support, Neutral, or Oppose.",,85,257,102
Custom Topic,Humans colonizing Mars,humans-colonizing-mars,Do you support Humans colonizing Mars?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Humans colonizing Mars”, then choose Support, Neutral, or Oppose.",,69,91,37
Custom Topic,Universal basic income worldwide,universal-basic-income-worldwide,Do you support Universal basic income worldwide?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Universal basic income worldwide”, then choose Support, Neutral, or Oppose.",,121,78,75
Custom Topic,Banning plastic packaging,banning-plastic-packaging,Do you support Banning plastic packaging?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Banning plastic packaging”, then choose Support, Neutral, or Oppose.",,44,111,132
Custom Topic,Cashless societies,cashless-societies,Do you support Cashless societies?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Cashless societies”, then choose Support, Neutral, or Oppose.",,194,300,192
Custom Topic,AI therapists replacing human ther…,ai-therapists-replacing-human-therapists,Do you support AI therapists replacing human therapists?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “AI therapists replacing human therapists”, then choose Support, Neutral, or Oppose.",,20,278,270
Custom Topic,Remote schooling as the default,remote-schooling-as-the-default,Do you support Remote schooling as the default?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Remote schooling as the default”, then choose Support, Neutral, or Oppose.",,92,139,106
Custom Topic,Legalization of psychedelics world…,legalization-of-psychedelics-worldwide,Do you support Legalization of psychedelics worldwide?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Legalization of psychedelics worldwide”, then choose Support, Neutral, or Oppose.",,151,278,153
